"in_object_name";"atc_is_out_table";"atc_object_name";"atc_out_table_suffix"
"OUT_LDD_PREC_ACC_LEVEL_SB";true;"OUT_LDD_PREC_ACC_LEVEL_SB";"SB"
"OUT_SB_INSPOL_EXPIRED";true;"OUT_SB_INSPOL_EXPIRED";"EXPIRED"
"OUT_LDD_RWA_EXPOSURE_COLL";true;"OUT_LDD_RWA_EXPOSURE_COLL";"COLL"
"OUT_NTF_MON_OVD_V";true;"OUT_NTF_MON_OVD_V";"V"
"OUT_LDD_COAL_EXPOSURE_CON";true;"OUT_LDD_COAL_EXPOSURE_CON";"CON"
"OUT_LGD_DEF_ACCOUNT_PAYMENTS";true;"OUT_LGD_DEF_ACCOUNT_PAYMENTS";"PAYMENTS"
"OUT_LGD_DEFAULT_COLL";true;"OUT_LGD_DEFAULT_COLL";"COLL"
"OUT_LGD_DEF_ACCOUNT_STATUS_H";true;"OUT_LGD_DEF_ACCOUNT_STATUS_H";"H"
"OUT_LGD_DEF_COLL_COSTS";true;"OUT_LGD_DEF_COLL_COSTS";"COSTS"
"OUT_LGD_DEF_COLL_COSTS_H";true;"OUT_LGD_DEF_COLL_COSTS_H";"H"
"OUT_LGD_DEF_COL_PAYMENTS_H";true;"OUT_LGD_DEF_COL_PAYMENTS_H";"H"
"OUT_NE_APPROVAL_INPUT";true;"OUT_NE_APPROVAL_INPUT";"INPUT"
"OUT_LDD_COLL_ACCOUNT_CORR";true;"OUT_LDD_COLL_ACCOUNT_CORR";"CORR"
"OUT_LDD_FEE_CORR";true;"OUT_LDD_FEE_CORR";"CORR"
"OUT_LDD_PRECACC_DUPL_DEALS";true;"OUT_LDD_PRECACC_DUPL_DEALS";"DEALS"
"OUT_LDD_DEAL_STG6_DEFVAL";true;"OUT_LDD_DEAL_STG6_DEFVAL";"DEFVAL"
"OUT_LDD_INTEREST_GPM";true;"OUT_LDD_INTEREST_GPM";"GPM"
"OUT_AML_BUSINESS_SEGMENT_2";true;"OUT_AML_BUSINESS_SEGMENT_2";"2"
"OUT_AML_CUSTOMER_SEGMENT_1";true;"OUT_AML_CUSTOMER_SEGMENT_1";"1"
"OUT_LDD_DEAL_COLL_STG";true;"OUT_LDD_DEAL_COLL_STG";"STG"
"OUT_SCO_INTEREST_GPM";true;"OUT_SCO_INTEREST_GPM";"GPM"
"OUT_AML_ASSOCIATED_INFO_DAILY";true;"OUT_AML_ASSOCIATED_INFO_DAILY";"DAILY"
"OUT_LDD_DEAL_STG3";true;"OUT_LDD_DEAL_STG3";"STG3"
"OUT_LDD_DEAL_STG2";true;"OUT_LDD_DEAL_STG2";"STG2"
"OUT_LDD_CUST_INDIV_STG1";true;"OUT_LDD_CUST_INDIV_STG1";"STG1"
"OUT_LDD_STG_RAT_LTV";true;"OUT_LDD_STG_RAT_LTV";"LTV"
"OUT_FORBEARANCE_INTERVAL_LOGS";true;"OUT_FORBEARANCE_INTERVAL_LOGS";"LOGS"
"OUT_LDD_CUSTOMER_RATING_STGOLD";true;"OUT_LDD_CUSTOMER_RATING_STGOLD";"STGOLD"
"OUT_CQA_ACCOUNT_COLLATERALS";true;"OUT_CQA_ACCOUNT_COLLATERALS";"COLLATERALS"
"OUT_FB_PARTY_IND_BKP0305";true;"OUT_FB_PARTY_IND_BKP0305";"BKP0305"
"OUT_FB_INTERVALS_BKP0305";true;"OUT_FB_INTERVALS_BKP0305";"BKP0305"
"OUT_FB_INT_LOGS_BKP0305";true;"OUT_FB_INT_LOGS_BKP0305";"BKP0305"
"OUT_NTF_FATCA";true;"OUT_NTF_FATCA";"FATCA"
"OUT_LDD_RESULT_DEAL_CORR_H";true;"OUT_LDD_RESULT_DEAL_CORR_H";"H"
"OUT_SB_PT_INCOME_EXCLUSION";true;"OUT_SB_PT_INCOME_EXCLUSION";"EXCLUSION"
"OUT_SB_ACC_COLL_EVAL";true;"OUT_SB_ACC_COLL_EVAL";"EVAL"
"OUT_LDD_RWA_EXPOSURE";true;"OUT_LDD_RWA_EXPOSURE";"EXPOSURE"
"OUT_LDD_TREASURY_CORR";true;"OUT_LDD_TREASURY_CORR";"CORR"
"OUT_FMS_PARTY_FACTS";true;"OUT_FMS_PARTY_FACTS";"FACTS"
"OUT_LDD_CVA_RESULT_MANDANT";true;"OUT_LDD_CVA_RESULT_MANDANT";"MANDANT"
"OUT_LGD_DEFAULT_COLL_H";true;"OUT_LGD_DEFAULT_COLL_H";"H"
"OUT_LGD_DEF_REGISTER";true;"OUT_LGD_DEF_REGISTER";"REGISTER"
"OUT_CCF_DEFAULT_HISTORY_H";true;"OUT_CCF_DEFAULT_HISTORY_H";"H"
"OUT_LGD_DEF_ACCOUNT_COSTS_H";true;"OUT_LGD_DEF_ACCOUNT_COSTS_H";"H"
